/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,/setCurrency && POST,avg,
1912.1227590149874,424.32432432432415,423.6111111111111,433.0882352941175,4.17037037037037,867.3051260537775,
1854.506269592476,409.18367346938794,418.6063218390806,414.86486486486467,3.8307692307692305,849.7331392527906,
1446.5490667898932,307.1428571428573,322.90814323497796,348.63206251130885,3.8893203883495144,646.4757170795313,
1445.947234583599,307.14285714285717,322.7855477855478,348.39349839349853,3.8893203883495144,646.430329886755,
1378.3173627728852,362.2119031125619,399.11405918074,396.48747847353906,3.9208633093525207,677.4949740171375,
1378.1102845552907,362.0345328624309,399.0330193250767,396.40549629397236,3.9208633093525176,677.5380891782567,
1588.0528619568854,514.3940684334437,590.363370666435,451.04461480177406,3.8493827160493845,822.2650894729113,
1588.0848472766368,519.5880535530389,590.239455680024,450.96020894146596,3.8493827160493823,822.3505239735854,
1635.4304912418356,892.4270437551338,751.6941896117492,742.8314538129678,3.7999999999999985,943.2265367135324,
1635.9996803322692,895.5805637227022,752.6786835483399,747.4508570455589,3.800000000000002,943.5618607526028,
1951.2162877159983,854.0346967861426,920.1943167897006,728.4717225866611,3.8827586206896556,981.9371250808146,
1797.488530968494,724.4661319653414,792.6048204528058,591.8342171159219,4.023574144486695,904.4612350640955,
1797.7962797137075,725.6999716307582,792.9755495283982,593.5032483758122,4.023574144486695,904.604473704749,
1714.2874603401751,676.6429345473302,750.1043263607223,543.4588538137791,3.9632362609336815,856.8717895701515,
1713.7808754077992,677.5895756319525,750.4063026678002,544.627241174482,3.94528743728897,854.3843171218793,
1714.664455717356,712.1842866047202,793.3124211998314,613.3502531099662,3.9357278650955654,851.2713750382493,
1714.7509536018083,723.7573899158198,804.9212043548376,630.2407396594333,3.9264513954694507,852.7834346023726,
1930.4965309093286,693.2927110629712,761.976262853023,640.9281179195575,3.9428005785756426,892.0564011052072,
1953.5055844606045,690.6183228492462,760.587273078103,642.1013764272801,3.9384222407325176,893.9367233940549,
1919.159923078833,743.1039836941096,828.3889025623255,710.1704332017864,3.9481748492128634,928.7198751593139,
1872.8041814130395,733.3289493548294,819.0777035753345,685.1297854467558,3.974113515457111,923.6606530228405,
1875.5284769890263,733.0058303686153,821.0881597489733,688.0868823638349,3.9732559723458816,925.2599519797628,
1883.8775540676343,753.0400386286625,838.6108832994474,752.2749291769217,4.019718633280998,942.7113950634416,
1884.7352838528714,752.8177930870313,839.5937551485013,755.1907617621634,4.019472978831038,943.668243714242,
1825.3510156029188,717.2307199548104,798.342292965109,716.2167260658487,4.053451365564861,910.7034991958346,
1825.398552663386,714.8253538403802,784.4965261559898,707.9959254691908,4.066728907894801,910.1886958277494,
1811.0177081474817,696.5038714842916,793.052944525082,702.4649242476236,4.081436844694455,905.4136895642894,
1784.4916588135493,656.9425568255916,761.1400060295155,668.6142190094486,4.11126327003511,884.8603682542544,
1764.6056624990429,649.6389021339129,750.6527436424028,665.6565312183295,4.1197768702846105,875.7285738563507,
1697.6266762413402,697.303197893232,793.9245012609013,709.3152103262466,4.113930534912955,866.7284414922381,
1682.1352687722117,695.7299957879422,799.163215735037,709.6367406494322,4.1141836453982465,864.3774488950013,
1674.3725728564077,701.5294556510506,813.5499388427718,713.1714045346089,4.171925816740799,860.8318336126225,
1663.5442990861798,694.1789123375729,804.9275613988699,711.306668564015,4.185441742932687,855.7468095656933,
1759.2949232188193,738.9741140261083,854.4535767338534,770.7641531863135,4.264119121806842,899.5602011272128,
1756.8599586861571,742.2050925831261,860.8807504968556,773.1750113935753,4.282876375327117,902.822160630888,
1750.6321964098088,735.6282968998247,848.7698940195119,770.0505586118287,4.356045208606295,897.5740590504797,
1688.9351916767805,700.3519936884442,831.4642542883591,755.4991215962223,4.380483996704573,870.1798269972467,
1676.1062058335106,703.9904148787466,840.3897713643431,759.290215516352,4.382580440595198,871.6012150962013,
1591.9085040238142,625.1782636151265,837.3328194171484,692.6440702931749,4.422939453626748,837.6988426630925,
1566.7955675930525,607.1205669065246,843.2369444443436,686.7217569836723,4.400890679219414,831.3604571578488,
1411.3376964721383,569.7111322359909,784.9651887193218,683.2330076123332,4.426194224538016,804.3950488555913,
1372.2902410025613,574.9825194346301,778.8667662589105,692.4212936056971,4.407612803943563,795.8342165332272,
1364.1590970658713,638.362792189783,806.5510077536106,714.7419633590678,4.441852610254136,803.3467411932672,
1376.4255431907525,637.0590029409129,821.5263817207137,703.4894443060839,4.4980879133258185,810.9780980483965,
1360.2386501331414,629.8487439840567,821.7002536117263,701.2325402546956,4.511497375748126,808.0246676693823,
1306.7443176383804,624.2734275866592,817.6328426543853,695.827339919458,4.597994005770391,805.23064667625,
1278.7870180076761,599.0473028627167,813.6085637870336,693.764095809203,4.619773499338615,800.219799626678,
998.7085463303546,637.5939944346527,864.5168456387844,720.185675756733,4.656623533182639,797.1914288684845,
994.869771371739,634.649913041237,863.0241547845576,715.223351154109,4.65516206267303,793.5547975578008,
980.3545353599368,598.1565267614893,835.6550972852375,683.5857567813041,4.671224092358883,762.1169001710307,
971.137200696002,597.9752856833785,832.0053069716571,687.7241549046726,4.692542227616882,754.9627017593081,
969.5848322013861,597.5450095550323,833.344969129307,687.4545607143697,4.69129481561538,754.035298961192,
