adservice,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,redis-cart,shippingservice
1,3,2,3,1,1,1,2,1,1,3
1,4,3,4,1,1,1,2,1,1,4
1,6,4,5,1,1,1,2,1,1,6
1,7,7,7,1,1,1,2,1,1,7
1,7,5,6,1,1,1,2,1,1,8
1,8,7,7,1,1,1,3,2,1,9
1,8,8,7,1,1,1,4,3,1,10
1,8,9,9,1,3,1,5,3,1,10
1,9,11,10,1,4,1,5,3,1,11
1,10,12,11,1,5,1,5,3,1,12
1,11,13,12,1,6,1,5,3,1,13
1,12,13,13,1,7,1,6,3,1,13
1,12,13,13,1,7,1,7,3,1,13
1,13,13,13,1,7,1,7,3,1,13
1,13,13,13,2,7,2,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,13,13,3,7,3,7,3,1,13
1,13,12,13,2,7,2,7,3,1,12
1,13,12,13,2,7,2,7,3,1,12
1,13,11,13,2,7,2,7,3,1,12
1,13,11,13,2,7,2,7,3,1,12
1,13,10,13,1,7,1,7,3,1,11
1,13,10,13,1,7,1,7,3,1,11
1,13,9,13,1,7,1,7,3,1,11
1,13,9,13,1,7,1,7,3,1,11
1,13,8,13,1,7,1,7,3,1,11
1,13,8,13,1,7,1,7,3,1,11
1,13,7,13,1,7,1,7,3,1,11
1,13,7,13,1,7,1,7,3,1,11
1,13,6,13,1,7,1,7,3,1,11
1,13,6,13,1,7,1,7,3,1,11
1,13,5,13,1,7,1,7,3,1,11
1,13,5,13,1,7,1,7,3,1,11
1,13,5,13,1,7,1,7,3,1,11
1,13,5,13,1,7,1,7,3,1,11
1,13,5,13,1,7,1,7,3,1,11
1,13,6,13,1,7,1,7,3,1,12
1,13,6,13,1,7,1,7,3,1,12
1,13,7,13,2,7,1,7,3,1,13
1,13,7,13,2,7,1,7,3,1,13
1,13,7,13,2,7,1,7,3,1,13
1,13,7,13,2,7,1,7,2,1,13
1,13,7,13,2,7,1,7,2,1,13
1,13,7,13,2,7,1,7,2,1,13
1,13,7,13,2,7,1,7,2,1,13
1,13,7,13,2,7,1,7,2,1,13
1,13,7,13,2,7,1,7,2,1,13
1,13,7,13,2,7,1,7,2,1,13
1,13,7,13,2,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,8,13,3,7,1,7,2,1,13
1,13,9,13,4,7,1,7,2,1,13
1,13,9,13,4,7,1,7,2,1,13
1,13,9,13,4,7,1,7,2,1,13
1,13,10,13,5,7,1,7,2,1,13
1,13,11,13,6,7,1,7,2,1,13
1,13,12,13,7,7,1,8,2,1,13
1,13,12,13,7,7,1,8,2,1,13
1,13,12,13,7,7,1,8,2,1,13
1,13,12,13,7,7,1,8,2,1,13
1,13,12,13,7,7,1,8,2,1,13
1,13,12,13,7,7,1,8,2,1,13
1,13,13,13,7,7,1,8,2,1,13
1,13,13,13,8,7,1,8,2,1,13
1,13,13,13,8,7,1,8,2,1,13
1,13,13,13,8,7,1,8,2,1,13
1,13,13,13,8,7,1,8,2,1,13
1,13,13,13,8,7,1,8,2,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
1,14,13,13,8,8,1,9,3,1,13
