/ && GET,^/product/[0-9][[:alnum:]]*$ && GET,,,,avg,
244.85849056603774,360.6382978723416,802.3529411764703,4.983193277310924,366.96428571428544,300.7614213197963,
239.16536661466452,384.6098765432101,716.216216216217,4.956270096463022,377.5862068965512,249.21504497138181,
233.5090361445783,421.04369658119754,641.7910447761203,4.95759493670886,369.35483870967784,245.4229249011857,
233.5090361445783,420.79540598290686,641.7910447761203,4.95759493670886,369.35483870967784,245.4229249011857,
229.96111975116642,441.07283950617307,596.7213114754104,4.944319999999999,379.54545454545564,243.5004042037187,
227.40595611285272,433.57053571428673,576.1904761904764,4.962300319488817,397.14285714285745,242.1039603960396,
227.40595611285266,433.3398809523816,576.1904761904755,4.962300319488818,397.14285714285836,242.1039603960396,
226.90243902439022,455.6098765432101,579.2307692307701,4.927447833065811,402.70270270270373,243.71707731520823,
225.31474820143887,458.1753472222226,600.7246376811604,4.901123595505617,399.9999999999998,244.59286367795062,
224.00375939849627,456.21182795698894,587.6811594202918,4.884702093397745,409.61538461538464,243.30812854442348,
224.49698189134807,449.953316749586,603.9473684210541,4.919333333333333,448.86363636363626,246.46376811594203,
223.84105960264907,448.7522070015217,600.6410256410269,4.9107266435986165,477.2222222222223,249.15624999999997,
223.84105960264907,448.56666666666746,600.6410256410261,4.910726643598615,477.2222222222223,249.15624999999997,
223.84105960264907,448.3880517503802,600.6410256410269,4.9107266435986165,477.2222222222223,249.15624999999997,
223.2071269487751,427.53164556962,642.2619047619053,4.935251798561151,466.66666666666737,251.01010101010223,
226.50349650349648,391.0447761194027,704.591836734694,4.898366606170599,440.6976744186036,254.67914438502817,
228.38337182448032,362.5000000000005,720.7920792079208,4.877205882352941,437.19512195121945,254.07608695652266,
230.71925754060334,355.0781250000002,746.3302752293573,4.889174311926604,413.7499999999993,271.4473684210534,
231.13013698630138,345.08196721311486,773.4513274336282,4.878358208955223,373.71794871794816,277.3560209424102,
231.13013698630138,345.08196721311486,773.4513274336282,4.878358208955223,373.71794871794816,277.35602094240824,
239.85776805251646,316.8181818181813,814.5454545454547,5.136363636363641,388.8157894736843,318.5096153846158,
247.9166666666667,363.3333333333337,844.9579831932773,6.960526315789459,380.714285714287,368.72146118721446,
267.4999999999993,344.19642857142946,868.8000000000004,7.257142857142858,415.8333333333338,393.2222222222227,
341.4556962025317,359.0163934426235,885.3658536585374,7.153846153846148,431.0606060606075,423.8683127572015,
376.5243902439027,346.98275862068925,896.2809917355377,6.783783783783774,462.87878787878856,438.0999999999992,
376.5243902439027,346.98275862068925,896.2809917355377,6.783783783783774,462.87878787878856,438.0999999999992,
397.7272727272724,332.89473684210503,881.8181818181822,7.128571428571425,464.1666666666674,437.54940711462405,
421.70329670329704,332.91666666666765,835.4368932038836,8.558139534883711,434.37500000000057,418.53281853281874,
421.7032967032964,332.91666666666765,835.4368932038836,8.558139534883718,434.37500000000057,418.5328185328193,
418.5393258426965,351.2500000000003,813.8613861386141,8.709302325581405,437.50000000000057,416.50579150579244,
427.52808988764093,354.5081967213123,781.122448979592,8.611111111111118,434.02777777777834,409.241245136188,
427.52808988764093,354.5081967213123,781.122448979592,8.611111111111132,434.0277777777778,409.241245136188,
427.52808988764093,354.5081967213123,781.122448979592,8.611111111111132,434.0277777777778,409.241245136188,
391.45569620253224,347.22222222222223,737.244897959183,7.433333333333335,398.71794871794793,373.1171548117172,
335.35714285714334,312.2950819672131,687.7906976744187,6.309523809523822,378.0487804878047,330.7939914163104,
307.97101449275425,342.74193548387103,621.7105263157895,5.452380952380947,315.9090909090913,298.695652173914,
248.62275449101801,314.47368421052636,581.5068493150694,5.205128205128223,297.6744186046517,257.6834862385329,
245.09960159362558,324.16666666666606,564.7887323943673,5.464285714285698,247.73255813953492,247.36945812807906,
245.09960159362558,324.16666666666606,564.7887323943673,5.464285714285698,247.73255813953492,247.36945812807906,
243.24853228962826,380.7377049180328,547.8571428571428,4.958301158301158,282.81250000000017,249.35033686236775,
238.2440476190476,398.4848484848486,560.4166666666665,4.8936902485659655,334.89583333333337,253.1674208144806,
236.90802348336595,391.53846153846166,550.7142857142868,4.885057471264368,356.12244897959215,249.4412607449857,
238.00589390962676,418.7499999999998,541.1764705882363,4.88854961832061,378.36538461538544,261.33333333333434,
237.7669902912622,451.17187499999955,520.0000000000015,4.847843137254902,401.47058823529517,270.57522123893915,
237.7669902912622,451.17187499999943,520.0000000000015,4.847843137254902,401.47058823529517,270.57522123893915,
237.8698224852071,463.97058823529323,543.478260869565,4.857425742574257,428.30188679245316,291.66666666666697,
242.16733870967752,432.5757575757576,676.7441860465124,4.843650793650793,411.1607142857145,324.6975806451611,
242.16733870967752,432.5757575757576,676.7441860465124,4.843650793650793,411.1607142857145,324.6975806451611,
241.89271255060729,379.9999999999999,741.0891089108918,4.91796875,375.46296296296305,321.6666666666663,
243.57575757575754,329.0909090909097,759.81308411215,4.899013806706115,375.8620689655174,323.2510288065845,
243.57575757575754,329.0909090909097,759.81308411215,4.899013806706115,375.86206896551715,323.2510288065845,
241.15000000000006,332.5471698113208,764.2857142857141,4.9241516966067875,360.2678571428572,315.5982905982903,
242.79260780287478,276.0638297872342,785.8333333333328,4.95078125,338.983050847458,317.4999999999999,
242.96106557377053,251.63043478261068,798.8095238095239,4.945205479452056,327.58620689655163,315.128755364807,
244.25465838509322,298.5000000000018,803.1007751937983,4.96156862745098,313.8392857142852,332.7868852459021,
247.7548806941432,252.83018867924574,825.9124087591239,4.99450980392157,317.21311475409834,344.5402298850579,
247.35778674118077,264.9827982233284,823.6605069796177,5.04775467340703,314.8594679782379,344.0359040911825,
247.25822945861114,267.950617116553,823.0909283528531,5.081372970304281,314.2519851707512,343.9086149063243,
246.91181896929945,244.64518185953125,795.4915859956409,5.580928323189247,311.8515901283035,319.749868194242,
246.50899107873,286.23416111533334,744.8605235393521,5.499772874281202,306.8361089796848,304.6823207237819,
245.93931640186028,337.2692026265528,761.8466640775118,5.678187450280843,321.150275248287,317.38477278826235,
245.99062441930533,365.1813953768584,749.2723020417179,5.2058644740841284,349.1346765943843,327.977853941471,
244.95485327313781,392.2413793103457,731.6091954022991,5.5000000000000036,347.4489795918371,325.1141552511406,
244.95485327313781,392.2413793103457,731.6091954022993,5.500000000000006,347.4489795918371,325.1141552511406,
248.7472527472527,372.6851851851851,766.0256410256411,6.337209302325567,389.0243902439033,336.67452830188677,
257.78688524590154,398.2142857142847,737.6811594202902,5.653846153846146,413.15789473684225,333.9108910891098,
252.91666666666669,363.4259259259254,752.9411764705886,5.710526315789457,433.97435897435923,327.82051282051344,
276.15384615384534,357.84313725490244,760.4477611940299,6.062500000000007,426.31578947368433,329.0816326530622,
276.15384615384534,357.84313725490244,760.4477611940299,6.062500000000007,426.31578947368433,329.0816326530622,
276.15384615384534,357.84313725490244,760.4477611940299,6.062500000000007,426.31578947368433,329.0816326530622,
309.0909090909088,425.96153846153874,786.5671641791046,4.994582392776524,479.1666666666671,375.6345177664969,
365.8687469220648,467.85718059652476,875.2733035360352,4.988005341955327,584.3666247041292,447.34845546643703,
370.03136830153426,472.9335046106994,880.3618176704331,4.987085790485059,589.8874767189296,452.2959775452673,
382.1614238833271,468.7961012975807,870.5069100041623,4.95678580371254,607.8385165724018,454.5771980947792,
385.77801330051386,474.81718313480644,875.6043796539511,4.9560914698842655,612.8602679290989,459.62225641581745,
389.3685430981261,480.7942282115065,880.6640089891697,4.95540080897398,617.7863469189625,464.61517660149184,
402.40915714755795,478.31819126784274,848.7443994478012,4.956793110125538,587.5455085681705,457.23663277646256,
383.91180351129333,431.78036449764477,815.4331347350959,4.991686640116285,461.0046533751769,428.09019737058145,
379.8539600162669,435.72106520624436,832.0153033394065,4.971741038724218,472.15445435999345,436.91388080140547,
369.720391774251,432.686634749801,809.8599391622006,4.936843617732952,437.91073176610826,419.29786479904215,
371.1191722730335,436.53401280718776,812.0684903943732,4.9362922442635035,440.7027863522925,421.32136063368625,
372.50572143664596,440.3535609042764,814.259389736932,4.935742764305138,443.4756395901991,423.3342505179403,
