adservice,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,redis-cart,shippingservice
1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,1,2,1,1,1,1,1
1,1,2,2,1,2,1,1,2,1,1
1,1,2,3,1,3,1,2,2,1,1
1,1,3,4,1,3,1,2,2,1,1
1,1,3,4,1,3,1,2,2,1,1
1,2,4,6,1,4,1,2,3,1,1
1,2,5,6,1,5,1,2,2,1,1
1,2,4,8,1,4,1,3,3,1,1
1,2,5,11,1,6,1,3,4,1,1
1,2,6,13,1,7,1,3,4,1,1
1,2,6,14,1,8,1,4,4,1,1
1,2,5,14,1,7,1,3,4,1,1
1,2,5,13,1,8,1,3,3,1,1
1,2,5,12,1,7,1,3,3,1,1
1,2,5,11,1,7,1,3,3,1,1
1,2,5,10,1,7,1,3,3,1,1
1,2,4,10,1,7,1,3,3,1,1
1,2,4,10,1,7,1,3,3,1,1
1,2,4,10,1,6,1,3,3,1,1
1,2,4,9,1,7,1,3,3,1,1
1,2,4,10,1,7,1,3,3,1,1
1,2,4,10,1,7,1,3,3,1,1
1,2,3,9,1,7,1,3,3,1,1
1,2,4,10,1,8,1,3,3,1,1
1,2,4,10,1,7,1,3,3,1,1
1,2,4,9,1,6,1,3,3,1,1
1,1,3,6,1,6,1,2,2,1,1
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
1,2,3,4,1,3,1,2,2,1,1
1,1,2,3,1,3,1,1,2,1,1
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,3,4,1,4,1,2,2,1,1
1,1,1,3,1,3,1,1,2,1,1
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
1,1,2,3,1,2,1,1,1,1,1
1,2,3,4,1,4,1,2,2,1,1
2,2,2,1,1,2,1,2,1,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
1,1,2,3,1,3,1,2,1,1,1
1,1,3,4,1,4,1,2,2,1,1
1,2,1,1,1,2,1,1,1,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
1,1,2,2,1,2,1,2,2,1,1
1,1,2,3,1,3,1,2,2,1,1
1,2,1,1,1,2,1,2,1,1,2
2,2,2,2,2,2,2,2,2,1,2
1,1,1,2,1,2,1,1,1,1,1
2,1,2,3,1,3,1,2,2,1,1
2,1,2,5,1,3,1,2,2,1,1
2,2,2,7,1,4,1,2,2,1,1
1,2,2,9,1,5,1,2,2,1,1
1,2,2,11,1,5,1,2,2,1,1
1,2,3,12,1,6,1,2,2,1,1
1,1,2,12,1,6,1,2,2,1,1
1,2,2,12,1,6,1,2,2,1,1
1,2,2,11,1,6,1,2,2,1,1
1,2,3,11,1,6,1,2,2,1,1
1,2,2,11,1,6,1,2,2,1,1
1,1,3,10,1,7,1,2,2,1,1
1,2,3,13,1,7,1,2,2,1,1
1,2,3,13,1,7,1,3,2,1,1
1,2,3,14,1,7,1,3,3,1,1
1,2,3,16,1,8,1,3,3,1,1
1,2,3,17,1,8,1,3,3,1,1
1,1,2,12,1,6,1,2,2,1,1
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,1,2,4,1,2,1,2,2,1,1
1,1,2,6,1,3,1,2,2,1,1
1,1,3,9,1,4,1,2,2,1,1
1,2,3,11,1,6,1,2,2,1,1
1,2,3,14,1,6,1,3,3,1,1
1,2,3,16,1,7,1,3,3,1,1
1,2,4,18,1,7,1,3,3,1,1
1,2,4,17,1,8,1,3,2,1,1
1,2,4,15,1,7,1,2,3,1,1
1,2,3,9,1,4,1,2,2,1,1
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,4,4,1,3,1,2,2,1,1
1,1,3,4,1,3,1,2,2,1,1
1,2,4,7,1,4,1,2,2,1,1
1,1,3,6,1,4,1,2,2,1,1
1,2,5,9,1,5,1,2,2,1,1
1,2,4,7,1,6,1,3,2,1,1
1,2,4,10,1,5,1,2,3,1,1
1,1,3,6,1,4,1,1,2,1,1
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
1,1,2,3,1,3,1,1,1,1,1
1,2,4,5,1,3,1,2,2,1,1
1,1,2,2,1,2,1,1,1,1,1
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
2,2,2,2,2,2,2,2,2,1,2
1,1,2,3,1,2,1,1,1,1,1
1,1,3,5,1,3,1,2,2,1,1
2,2,1,1,1,2,2,1,2,1,2
2,2,2,2,2,2,2,2,2,1,2
1,1,1,3,1,1,1,1,1,1,1
1,1,3,4,1,2,1,2,2,1,1
1,1,2,5,1,2,1,1,2,1,1
1,2,2,4,1,2,1,1,1,1,1
1,2,4,7,1,4,1,2,2,1,1
1,2,3,7,1,3,1,2,2,1,1
