adservice,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,redis-cart,shippingservice
1,1,1,1,1,8,1,1,1,1,1
1,1,8,1,1,10,1,1,1,1,1
1,1,10,1,1,9,1,1,1,1,1
1,1,9,1,1,11,1,1,1,1,1
1,1,9,1,1,6,1,1,1,1,1
1,1,6,1,1,9,1,1,1,1,1
1,1,10,1,1,11,1,1,1,1,1
1,1,11,1,1,11,1,1,1,1,1
1,1,9,1,8,10,1,1,1,1,1
1,1,9,1,8,10,1,1,1,1,1
1,1,11,8,8,11,1,1,1,1,1
1,1,10,8,4,11,1,1,8,1,1
1,1,9,4,4,10,1,1,8,1,1
1,1,7,4,2,11,8,1,9,1,1
1,1,9,2,2,10,8,1,9,1,1
1,1,6,2,4,11,4,1,2,1,1
1,1,11,4,4,10,4,1,2,1,1
1,1,11,4,4,10,4,1,2,1,1
1,1,10,6,6,10,2,1,4,1,1
1,1,11,10,6,11,4,1,4,1,1
1,1,9,10,6,11,4,1,6,1,1
1,1,11,10,6,11,4,1,10,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
1,1,11,11,6,11,4,1,11,1,1
