avg,unknown,
869.4734969812372,869.4734969812372,
867.0076454764264,867.0076454764264,
783.6735624635144,783.6735624635144,
781.2850886649121,781.2850886649121,
779.0151256467408,779.0151256467408,
776.7806556409791,776.7806556409791,
808.0970959122017,808.0970959122017,
809.5998375494167,809.5998375494167,
809.430387218262,809.430387218262,
862.1126611982897,862.1126611982897,
861.3742347538443,861.3742347538443,
860.7133190221177,860.7133190221177,
868.8996312722038,868.8996312722038,
809.3932864768716,809.3932864768716,
804.7467119268414,804.7467119268414,
800.1394897219868,800.1394897219868,
687.9072431112199,687.9072431112199,
684.3366130955673,684.3366130955673,
667.930296409177,667.930296409177,
680.0539643005402,680.0539643005402,
667.5844516427578,667.5844516427578,
667.5844516427586,667.5844516427586,
667.5844516427586,667.5844516427586,
688.7727879057363,688.7727879057363,
688.7727879057363,688.7727879057363,
688.7727879057363,688.7727879057363,
688.7727879057363,688.7727879057363,
472.88218835828536,472.88218835828536,
472.88218835828536,472.88218835828536,
472.8821883582858,472.8821883582858,
413.8171085578089,413.8171085578089,
389.8182936043717,389.8182936043717,
388.772212472586,388.772212472586,
389.64399326962274,389.64399326962274,
332.33024691358014,332.33024691358014,
332.33024691358014,332.33024691358014,
332.33024691358014,332.33024691358014,
328.0769230769233,328.0769230769233,
328.0769230769233,328.0769230769233,
328.0769230769233,328.0769230769233,
328.0769230769233,328.0769230769233,
239.35557240333594,239.35557240333594,
239.35557240333594,239.35557240333594,
239.35557240333594,239.35557240333594,
232.36923076923074,232.36923076923074,
