adservice,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,redis-cart,shippingservice
1,1,1,2,2,1,1,1,2,1,1
1,1,2,4,1,1,1,1,1,1,1
1,2,4,8,2,2,1,1,2,1,1
1,1,8,1,1,1,1,1,1,1,1
1,1,10,2,1,1,1,1,2,1,1
1,1,10,4,2,2,1,1,4,1,1
1,1,10,8,4,4,1,1,1,1,1
1,1,10,1,1,1,1,1,2,1,1
1,1,10,2,1,2,2,1,4,1,1
1,1,10,4,2,4,1,1,1,1,1
1,1,10,4,2,4,1,1,1,1,1
1,1,10,8,4,8,1,1,1,1,1
1,1,10,10,8,10,1,1,2,1,1
1,1,10,10,10,10,2,1,4,1,1
1,1,1,1,10,1,1,1,1,1,1
1,1,1,2,1,1,1,1,1,1,1
1,1,2,4,1,1,1,1,2,1,1
1,2,4,8,1,1,1,1,4,1,1
1,4,8,1,2,2,1,2,1,1,1
1,1,1,2,1,1,1,1,2,1,1
1,1,2,4,2,1,1,1,1,1,1
1,2,4,8,1,2,2,1,2,1,1
1,4,8,1,2,4,1,1,4,1,1
1,1,10,2,1,8,1,1,1,1,1
1,1,10,4,2,10,1,1,1,1,1
1,2,10,1,1,10,1,1,2,1,1
1,4,10,2,2,10,2,1,1,1,1
1,1,10,4,4,1,1,1,1,1,1
1,1,10,8,1,2,1,1,1,1,1
1,1,10,10,2,1,1,1,2,1,1
1,2,10,10,1,2,1,1,4,1,1
1,1,10,10,2,4,1,1,8,1,1
1,1,10,1,4,1,1,1,1,1,1
1,2,10,2,8,2,2,1,1,1,1
1,4,10,4,1,4,1,1,1,1,1
1,1,10,8,1,8,1,1,1,1,1
1,1,10,10,1,1,1,1,2,1,1
1,2,10,10,2,1,1,2,4,1,1
1,1,1,1,1,1,1,1,1,1,1
1,2,2,4,1,1,1,1,2,1,1
1,4,4,8,2,2,1,1,1,1,1
1,8,8,10,1,4,1,1,2,1,1
1,1,10,10,2,1,1,1,4,1,1
1,1,1,1,4,1,1,1,1,1,1
1,2,2,2,1,2,1,1,2,1,1
1,1,4,4,1,4,1,1,1,1,1
1,2,8,8,1,8,1,1,2,1,1
1,4,10,10,2,10,1,1,1,1,1
1,1,10,10,1,1,1,1,2,1,1
1,1,1,10,2,1,1,1,4,1,1
1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,1,2,1,1,1,1,1
1,1,4,4,1,1,1,1,1,1,1
1,2,8,8,2,2,1,1,2,1,1
1,1,10,1,1,1,1,1,1,1,1
1,2,10,2,2,2,1,1,2,1,1
1,1,10,4,1,4,1,1,1,1,1
1,2,10,8,1,8,1,1,2,1,1
1,1,1,10,1,1,1,1,1,1,1
1,1,2,1,1,1,1,1,1,1,1
1,1,4,2,1,2,1,1,1,1,1
1,1,8,4,2,4,2,1,2,1,1
1,1,1,8,1,8,4,1,1,1,1
1,2,2,10,1,10,8,1,1,1,1
1,4,4,10,2,10,1,1,2,1,1
1,1,1,10,1,1,1,1,4,1,1
1,1,4,1,2,1,1,2,1,1,1
1,1,8,2,1,2,1,1,1,1,1
1,2,10,4,1,4,1,1,2,1,1
1,4,10,8,1,8,1,1,4,1,1
1,8,10,10,1,1,1,1,1,1,1
1,10,10,10,2,2,1,1,2,1,1
1,1,10,1,1,1,1,1,1,1,1
1,1,10,2,2,2,1,1,1,1,1
1,1,10,4,1,4,1,1,1,1,1
1,1,10,8,1,8,1,1,2,1,1
1,1,1,10,1,1,1,1,1,1,1
1,2,2,10,2,2,1,1,2,1,1
1,1,1,10,4,4,1,1,1,1,1
1,1,2,10,1,8,1,1,2,1,1
1,2,4,10,1,10,2,1,4,1,1
1,1,8,10,1,10,4,1,8,1,1
1,1,10,10,2,10,8,1,1,1,1
1,1,10,10,1,10,10,1,2,1,2
1,2,10,1,2,10,1,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,1,1,1,1,2,1,1
1,2,2,4,1,1,1,1,1,1,1
1,1,4,8,2,2,1,1,1,1,1
1,1,8,1,1,1,1,1,1,1,1
1,1,10,2,2,1,1,1,2,1,1
1,2,10,4,1,2,1,1,1,1,1
1,1,10,8,2,4,1,1,2,1,1
1,1,1,10,1,1,1,1,1,1,1
1,1,2,1,1,1,1,1,1,1,1
1,1,4,2,1,2,1,1,1,1,1
1,1,8,4,1,1,1,1,1,1,1
1,1,10,8,2,2,1,1,1,1,1
1,1,1,10,1,1,1,1,1,1,1
1,2,2,10,1,1,2,1,1,1,1
1,4,4,1,1,2,1,1,2,1,1
1,1,8,2,2,4,1,1,1,1,1
1,1,10,4,1,8,2,1,1,1,1
1,1,10,8,2,10,1,1,2,1,1
1,1,10,10,4,1,1,1,4,1,1
1,1,1,1,1,1,1,1,8,1,1
1,1,2,2,1,2,1,1,1,1,1
1,1,4,4,1,4,1,1,1,1,1
1,1,8,8,1,8,1,1,1,1,1
1,1,1,10,1,1,1,1,1,1,1
1,1,2,10,2,2,2,1,1,1,1
1,1,4,1,1,4,1,1,1,1,1
1,2,8,2,2,8,2,1,2,1,1
1,4,10,4,1,10,1,1,1,1,1
1,8,10,8,2,10,2,1,2,1,1
1,10,10,10,4,10,1,1,1,1,1
2,1,10,10,1,10,2,1,1,1,1
1,1,10,10,1,1,1,1,2,1,1
